Unit 0 -> (tensor(0.6929, device='cuda:0', dtype=torch.float16), 1.2061767578125)
Unit 1539 -> (tensor(0.5679, device='cuda:0', dtype=torch.float16), 0.2998046875)
Unit 1540 -> (tensor(0.5083, device='cuda:0', dtype=torch.float16), 0.716796875)
Unit 1541 -> (tensor(0.8540, device='cuda:0', dtype=torch.float16), 1.67822265625)
Unit 1542 -> (tensor(0.5835, device='cuda:0', dtype=torch.float16), 0.0791015625)
Unit 1543 -> (tensor(0.7217, device='cuda:0', dtype=torch.float16), 1.181640625)
Unit 1544 -> (tensor(0.4343, device='cuda:0', dtype=torch.float16), 1.4951171875)
Unit 1545 -> (tensor(0.9482, device='cuda:0', dtype=torch.float16), 0.13232421875)
Unit 1546 -> (tensor(0.8940, device='cuda:0', dtype=torch.float16), 0.0478515625)
Unit 1547 -> (tensor(0.9697, device='cuda:0', dtype=torch.float16), 0.296875)
Unit 1548 -> (tensor(0.8564, device='cuda:0', dtype=torch.float16), 0.18994140625)
Unit 1549 -> (tensor(0.9702, device='cuda:0', dtype=torch.float16), 0.36865234375)
Unit 1550 -> (tensor(0.5767, device='cuda:0', dtype=torch.float16), 0.979248046875)
Unit 1551 -> (tensor(0.6709, device='cuda:0', dtype=torch.float16), 0.963623046875)
Unit 1552 -> (tensor(0.5732, device='cuda:0', dtype=torch.float16), 0.0859375)
Unit 1553 -> (tensor(0.5044, device='cuda:0', dtype=torch.float16), 0.134765625)
Unit 1554 -> (tensor(0.4290, device='cuda:0', dtype=torch.float16), 1.7939453125)
Unit 1555 -> (tensor(0.6777, device='cuda:0', dtype=torch.float16), 1.89990234375)
Unit 1556 -> (tensor(0.7129, device='cuda:0', dtype=torch.float16), 0.03857421875)
Unit 1557 -> (tensor(0.5625, device='cuda:0', dtype=torch.float16), 1.91650390625)
Unit 1558 -> (tensor(0.6113, device='cuda:0', dtype=torch.float16), 1.84375)
Unit 1559 -> (tensor(0.9741, device='cuda:0', dtype=torch.float16), 0.1552734375)
Unit 1560 -> (tensor(0.7207, device='cuda:0', dtype=torch.float16), 0.805908203125)
Unit 1561 -> (tensor(0.6499, device='cuda:0', dtype=torch.float16), 0.7598876953125)
Unit 1562 -> (tensor(0.6313, device='cuda:0', dtype=torch.float16), 0.16845703125)
Unit 1563 -> (tensor(0.6807, device='cuda:0', dtype=torch.float16), 0.44189453125)
Unit 1564 -> (tensor(0.5146, device='cuda:0', dtype=torch.float16), 0.16552734375)
Unit 1565 -> (tensor(0.6855, device='cuda:0', dtype=torch.float16), 0.83447265625)
Unit 1566 -> (tensor(0.6548, device='cuda:0', dtype=torch.float16), 0.126953125)
Unit 1567 -> (tensor(0.5864, device='cuda:0', dtype=torch.float16), 1.78564453125)
Unit 1568 -> (tensor(0.9580, device='cuda:0', dtype=torch.float16), 1.33056640625)
Unit 1569 -> (tensor(0.7139, device='cuda:0', dtype=torch.float16), 1.050201416015625)
Unit 1570 -> (tensor(0.5376, device='cuda:0', dtype=torch.float16), 1.85693359375)
Unit 1571 -> (tensor(0.5996, device='cuda:0', dtype=torch.float16), 0.43212890625)
Unit 1572 -> (tensor(0.6528, device='cuda:0', dtype=torch.float16), 0.11279296875)
Unit 1573 -> (tensor(0.4504, device='cuda:0', dtype=torch.float16), 1.9228515625)
Unit 1574 -> (tensor(0.6001, device='cuda:0', dtype=torch.float16), 1.37353515625)
Unit 1575 -> (tensor(0.7139, device='cuda:0', dtype=torch.float16), 0.2802734375)
Unit 1576 -> (tensor(0.7246, device='cuda:0', dtype=torch.float16), 0.09326171875)
Unit 1577 -> (tensor(0.8022, device='cuda:0', dtype=torch.float16), 0.810791015625)
Unit 1578 -> (tensor(0.4836, device='cuda:0', dtype=torch.float16), 1.0838623046875)
Unit 1579 -> (tensor(0.7524, device='cuda:0', dtype=torch.float16), 1.95751953125)
Unit 1580 -> (tensor(0.6270, device='cuda:0', dtype=torch.float16), 1.46923828125)
Unit 1581 -> (tensor(0.6406, device='cuda:0', dtype=torch.float16), 0.1826171875)
Unit 1582 -> (tensor(0.6733, device='cuda:0', dtype=torch.float16), 0.0595703125)
Unit 1583 -> (tensor(0.6025, device='cuda:0', dtype=torch.float16), 1.92431640625)
Unit 1584 -> (tensor(0.9775, device='cuda:0', dtype=torch.float16), 0.2021484375)
Unit 1585 -> (tensor(0.9717, device='cuda:0', dtype=torch.float16), 0.33544921875)
Unit 1586 -> (tensor(0.5400, device='cuda:0', dtype=torch.float16), 0.1005859375)
Unit 1587 -> (tensor(0.4663, device='cuda:0', dtype=torch.float16), 0.4375)
Unit 1588 -> (tensor(0.7568, device='cuda:0', dtype=torch.float16), 1.09228515625)
Unit 1589 -> (tensor(0.6499, device='cuda:0', dtype=torch.float16), 1.7353515625)
Unit 1590 -> (tensor(0.9570, device='cuda:0', dtype=torch.float16), 0.4052734375)
Unit 1591 -> (tensor(0.6123, device='cuda:0', dtype=torch.float16), 0.8907470703125)
Unit 1592 -> (tensor(0.7871, device='cuda:0', dtype=torch.float16), 0.23779296875)
Unit 1593 -> (tensor(0.6411, device='cuda:0', dtype=torch.float16), 1.2646484375)
Unit 1594 -> (tensor(0.7432, device='cuda:0', dtype=torch.float16), 1.935546875)
Unit 1595 -> (tensor(0.8979, device='cuda:0', dtype=torch.float16), 1.468505859375)
Unit 1596 -> (tensor(0.9805, device='cuda:0', dtype=torch.float16), 0.689208984375)
Unit 1597 -> (tensor(0.7451, device='cuda:0', dtype=torch.float16), 0.51513671875)
Unit 1598 -> (tensor(0.4070, device='cuda:0', dtype=torch.float16), 0.9285888671875)
Unit 1599 -> (tensor(0.8096, device='cuda:0', dtype=torch.float16), 0.033203125)
Unit 1600 -> (tensor(0.7983, device='cuda:0', dtype=torch.float16), 0.06494140625)
Unit 1601 -> (tensor(0.6704, device='cuda:0', dtype=torch.float16), 1.8466796875)
Unit 1602 -> (tensor(0.8022, device='cuda:0', dtype=torch.float16), 1.7421875)
Unit 1603 -> (tensor(0.8403, device='cuda:0', dtype=torch.float16), 0.30029296875)
Unit 1604 -> (tensor(0.8784, device='cuda:0', dtype=torch.float16), 0.23046875)
Unit 1605 -> (tensor(0.8301, device='cuda:0', dtype=torch.float16), 0.7960205078125)
Unit 1606 -> (tensor(0.4480, device='cuda:0', dtype=torch.float16), 0.453125)
Unit 1607 -> (tensor(0.4250, device='cuda:0', dtype=torch.float16), 0.39453125)
Unit 1608 -> (tensor(0.7603, device='cuda:0', dtype=torch.float16), 0.14404296875)
Unit 1609 -> (tensor(0.8911, device='cuda:0', dtype=torch.float16), 0.5849609375)
Unit 1610 -> (tensor(0.7310, device='cuda:0', dtype=torch.float16), 1.2215576171875)
Unit 1611 -> (tensor(0.5303, device='cuda:0', dtype=torch.float16), 1.8779296875)
Unit 1612 -> (tensor(0.7158, device='cuda:0', dtype=torch.float16), 1.2802734375)
Unit 1613 -> (tensor(0.6270, device='cuda:0', dtype=torch.float16), 0.20556640625)
Unit 1614 -> (tensor(0.4490, device='cuda:0', dtype=torch.float16), 0.748779296875)
Unit 1615 -> (tensor(0.9761, device='cuda:0', dtype=torch.float16), 1.02484130859375)
Unit 1616 -> (tensor(0.7246, device='cuda:0', dtype=torch.float16), 0.13720703125)
Unit 1617 -> (tensor(0.4038, device='cuda:0', dtype=torch.float16), 1.0081710815429688)
Unit 1618 -> (tensor(0.2798, device='cuda:0', dtype=torch.float16), 1.4140625)
Unit 1619 -> (tensor(0.6348, device='cuda:0', dtype=torch.float16), 0.14453125)
Unit 1620 -> (tensor(0.8926, device='cuda:0', dtype=torch.float16), 1.7666015625)
Unit 1621 -> (tensor(0.6367, device='cuda:0', dtype=torch.float16), 1.32470703125)
Unit 1622 -> (tensor(0.8643, device='cuda:0', dtype=torch.float16), 1.79296875)
Unit 1623 -> (tensor(0.5908, device='cuda:0', dtype=torch.float16), 0.53466796875)
Unit 1624 -> (tensor(0.7285, device='cuda:0', dtype=torch.float16), 0.435546875)
Unit 1625 -> (tensor(0.9219, device='cuda:0', dtype=torch.float16), 1.927734375)
Unit 1626 -> (tensor(0.6182, device='cuda:0', dtype=torch.float16), 1.9775390625)
Unit 1627 -> (tensor(0.6763, device='cuda:0', dtype=torch.float16), 0.03369140625)
Unit 1628 -> (tensor(0.6426, device='cuda:0', dtype=torch.float16), 0.2509765625)
Unit 1629 -> (tensor(0.8901, device='cuda:0', dtype=torch.float16), 1.85302734375)
Unit 1630 -> (tensor(0.2598, device='cuda:0', dtype=torch.float16), 1.75048828125)
Unit 1631 -> (tensor(0.9849, device='cuda:0', dtype=torch.float16), 0.90313720703125)
Unit 1632 -> (tensor(0.6304, device='cuda:0', dtype=torch.float16), 0.671142578125)
Unit 1633 -> (tensor(0.7681, device='cuda:0', dtype=torch.float16), 0.9927215576171875)
Unit 1634 -> (tensor(0.7397, device='cuda:0', dtype=torch.float16), 0.09130859375)
Unit 1635 -> (tensor(0.3752, device='cuda:0', dtype=torch.float16), 0.21240234375)
Unit 1636 -> (tensor(0.7617, device='cuda:0', dtype=torch.float16), 1.92041015625)
Unit 1637 -> (tensor(0.5938, device='cuda:0', dtype=torch.float16), 0.0703125)
Unit 1638 -> (tensor(0.8389, device='cuda:0', dtype=torch.float16), 0.482421875)
Unit 1639 -> (tensor(0.7246, device='cuda:0', dtype=torch.float16), 1.86865234375)
Unit 1640 -> (tensor(0.4680, device='cuda:0', dtype=torch.float16), 0.9205322265625)
Unit 1641 -> (tensor(0.6885, device='cuda:0', dtype=torch.float16), 1.85693359375)
Unit 1642 -> (tensor(0.6597, device='cuda:0', dtype=torch.float16), 0.13525390625)
Unit 1643 -> (tensor(0.6299, device='cuda:0', dtype=torch.float16), 1.9619140625)
Unit 1644 -> (tensor(0.9746, device='cuda:0', dtype=torch.float16), 0.20361328125)
Unit 1645 -> (tensor(0.7559, device='cuda:0', dtype=torch.float16), 0.10009765625)
Unit 1646 -> (tensor(0.6104, device='cuda:0', dtype=torch.float16), 0.67529296875)
Unit 1647 -> (tensor(0.6748, device='cuda:0', dtype=torch.float16), 1.8974609375)
Unit 1648 -> (tensor(0.7432, device='cuda:0', dtype=torch.float16), 0.380859375)
Unit 1649 -> (tensor(0.8867, device='cuda:0', dtype=torch.float16), 1.849609375)
Unit 1650 -> (tensor(0.7671, device='cuda:0', dtype=torch.float16), 0.166015625)
Unit 1651 -> (tensor(0.4824, device='cuda:0', dtype=torch.float16), 1.9296875)
Unit 1652 -> (tensor(0.7803, device='cuda:0', dtype=torch.float16), 1.9453125)
Unit 1653 -> (tensor(0.9902, device='cuda:0', dtype=torch.float16), 0.5859375)
Unit 1654 -> (tensor(0.9321, device='cuda:0', dtype=torch.float16), 1.08441162109375)
Unit 1655 -> (tensor(0.9453, device='cuda:0', dtype=torch.float16), 1.576171875)
Unit 1656 -> (tensor(0.7197, device='cuda:0', dtype=torch.float16), 1.1953125)
Unit 1657 -> (tensor(0.6606, device='cuda:0', dtype=torch.float16), 1.79296875)
Unit 1658 -> (tensor(0.8384, device='cuda:0', dtype=torch.float16), 1.76806640625)
Unit 1659 -> (tensor(0.9463, device='cuda:0', dtype=torch.float16), 0.40234375)
Unit 1660 -> (tensor(0.4548, device='cuda:0', dtype=torch.float16), 0.43896484375)
Unit 1661 -> (tensor(0.6548, device='cuda:0', dtype=torch.float16), 1.89013671875)
Unit 1662 -> (tensor(0.9272, device='cuda:0', dtype=torch.float16), 0.583740234375)
Unit 1663 -> (tensor(0.7456, device='cuda:0', dtype=torch.float16), 0.09814453125)
Unit 1664 -> (tensor(0.7065, device='cuda:0', dtype=torch.float16), 1.8740234375)
Unit 1665 -> (tensor(0.9648, device='cuda:0', dtype=torch.float16), 0.181640625)
Unit 1666 -> (tensor(0.9062, device='cuda:0', dtype=torch.float16), 0.2412109375)
Unit 1667 -> (tensor(0.8848, device='cuda:0', dtype=torch.float16), 0.05810546875)
Unit 1668 -> (tensor(0.6445, device='cuda:0', dtype=torch.float16), 1.1043701171875)
Unit 1669 -> (tensor(0.6343, device='cuda:0', dtype=torch.float16), 0.09814453125)
Unit 1670 -> (tensor(0.9526, device='cuda:0', dtype=torch.float16), 1.49560546875)
Unit 1671 -> (tensor(0.8916, device='cuda:0', dtype=torch.float16), 1.74609375)
Unit 1672 -> (tensor(0.7959, device='cuda:0', dtype=torch.float16), 1.95947265625)
Unit 1673 -> (tensor(0.6074, device='cuda:0', dtype=torch.float16), 0.03271484375)
Unit 1674 -> (tensor(0.8901, device='cuda:0', dtype=torch.float16), 1.048675537109375)
Unit 1675 -> (tensor(0.8691, device='cuda:0', dtype=torch.float16), 1.75830078125)
Unit 1676 -> (tensor(0.7441, device='cuda:0', dtype=torch.float16), 0.0322265625)
Unit 1677 -> (tensor(0.4604, device='cuda:0', dtype=torch.float16), 0.158203125)
Unit 1678 -> (tensor(0.5537, device='cuda:0', dtype=torch.float16), 0.528564453125)
Unit 1679 -> (tensor(0.9053, device='cuda:0', dtype=torch.float16), 1.6328125)
Unit 1680 -> (tensor(0.6792, device='cuda:0', dtype=torch.float16), 1.8076171875)
Unit 1681 -> (tensor(0.7939, device='cuda:0', dtype=torch.float16), 0.083984375)
Unit 1682 -> (tensor(0.6924, device='cuda:0', dtype=torch.float16), 1.84619140625)
Unit 1683 -> (tensor(0.9526, device='cuda:0', dtype=torch.float16), 1.59326171875)
Unit 1684 -> (tensor(0.4534, device='cuda:0', dtype=torch.float16), 0.3984375)
Unit 1685 -> (tensor(0.7603, device='cuda:0', dtype=torch.float16), 0.698486328125)
Unit 1686 -> (tensor(0.5728, device='cuda:0', dtype=torch.float16), 0.4580078125)
Unit 1687 -> (tensor(0.9761, device='cuda:0', dtype=torch.float16), 0.50927734375)
Unit 1688 -> (tensor(0.6035, device='cuda:0', dtype=torch.float16), 1.7744140625)
Unit 1689 -> (tensor(0.5991, device='cuda:0', dtype=torch.float16), 0.43896484375)
Unit 1690 -> (tensor(0.9351, device='cuda:0', dtype=torch.float16), 1.82958984375)
Unit 1691 -> (tensor(0.8711, device='cuda:0', dtype=torch.float16), 0.733642578125)
Unit 1692 -> (tensor(0.3010, device='cuda:0', dtype=torch.float16), 0.46337890625)
Unit 1693 -> (tensor(0.8779, device='cuda:0', dtype=torch.float16), 1.70361328125)
Unit 1694 -> (tensor(0.4912, device='cuda:0', dtype=torch.float16), 1.89404296875)
Unit 1695 -> (tensor(0.9517, device='cuda:0', dtype=torch.float16), 1.9033203125)
Unit 1696 -> (tensor(0.7959, device='cuda:0', dtype=torch.float16), 0.080078125)
Unit 1697 -> (tensor(0.8647, device='cuda:0', dtype=torch.float16), 1.8876953125)
Unit 1698 -> (tensor(0.7329, device='cuda:0', dtype=torch.float16), 1.393310546875)
Unit 1699 -> (tensor(0.6387, device='cuda:0', dtype=torch.float16), 0.0830078125)
Unit 1700 -> (tensor(0.4204, device='cuda:0', dtype=torch.float16), 0.13037109375)
Unit 1701 -> (tensor(0.5430, device='cuda:0', dtype=torch.float16), 0.15087890625)
Unit 1702 -> (tensor(0.7388, device='cuda:0', dtype=torch.float16), 1.412109375)
Unit 1703 -> (tensor(0.5703, device='cuda:0', dtype=torch.float16), 1.149169921875)
Unit 1704 -> (tensor(0.4644, device='cuda:0', dtype=torch.float16), 0.072265625)
Unit 1705 -> (tensor(0.7622, device='cuda:0', dtype=torch.float16), 1.331787109375)
Unit 1706 -> (tensor(0.7271, device='cuda:0', dtype=torch.float16), 0.06689453125)
Unit 1707 -> (tensor(0.7666, device='cuda:0', dtype=torch.float16), 0.941864013671875)
Unit 1708 -> (tensor(0.6963, device='cuda:0', dtype=torch.float16), 1.81298828125)
Unit 1709 -> (tensor(0.4407, device='cuda:0', dtype=torch.float16), 1.11529541015625)
Unit 1710 -> (tensor(0.8599, device='cuda:0', dtype=torch.float16), 0.19775390625)
Unit 1711 -> (tensor(0.4155, device='cuda:0', dtype=torch.float16), 0.109375)
Unit 1712 -> (tensor(0.5259, device='cuda:0', dtype=torch.float16), 0.04638671875)
Unit 1713 -> (tensor(0.3945, device='cuda:0', dtype=torch.float16), 0.1455078125)
Unit 1714 -> (tensor(0.6611, device='cuda:0', dtype=torch.float16), 1.9150390625)
Unit 1715 -> (tensor(0.6748, device='cuda:0', dtype=torch.float16), 0.50732421875)
Unit 1716 -> (tensor(0.3054, device='cuda:0', dtype=torch.float16), 0.882568359375)
Unit 1717 -> (tensor(0.8120, device='cuda:0', dtype=torch.float16), 0.11181640625)
Unit 1718 -> (tensor(0.5151, device='cuda:0', dtype=torch.float16), 1.1019287109375)
Unit 1719 -> (tensor(0.6089, device='cuda:0', dtype=torch.float16), 1.76953125)
Unit 1720 -> (tensor(0.7173, device='cuda:0', dtype=torch.float16), 1.9248046875)
Unit 1721 -> (tensor(0.2930, device='cuda:0', dtype=torch.float16), 0.03076171875)
Unit 1722 -> (tensor(0.8872, device='cuda:0', dtype=torch.float16), 1.86865234375)
Unit 1723 -> (tensor(0.8022, device='cuda:0', dtype=torch.float16), 0.90350341796875)
Unit 1724 -> (tensor(0.9863, device='cuda:0', dtype=torch.float16), 0.18017578125)
Unit 1725 -> (tensor(0.5107, device='cuda:0', dtype=torch.float16), 0.12353515625)
Unit 1726 -> (tensor(0.6641, device='cuda:0', dtype=torch.float16), 1.8662109375)
Unit 1727 -> (tensor(0.6650, device='cuda:0', dtype=torch.float16), 1.97265625)
Unit 1728 -> (tensor(0.8960, device='cuda:0', dtype=torch.float16), 1.40576171875)
Unit 1729 -> (tensor(0.9619, device='cuda:0', dtype=torch.float16), 0.6748046875)
Unit 1730 -> (tensor(0.6328, device='cuda:0', dtype=torch.float16), 1.11761474609375)
Unit 1731 -> (tensor(0.4585, device='cuda:0', dtype=torch.float16), 0.39208984375)
Unit 1732 -> (tensor(0.4246, device='cuda:0', dtype=torch.float16), 1.34228515625)
Unit 1733 -> (tensor(0.8823, device='cuda:0', dtype=torch.float16), 0.05712890625)
Unit 1734 -> (tensor(0.2981, device='cuda:0', dtype=torch.float16), 1.96240234375)
Unit 1735 -> (tensor(0.6592, device='cuda:0', dtype=torch.float16), 0.8536376953125)
Unit 1736 -> (tensor(0.5903, device='cuda:0', dtype=torch.float16), 0.39013671875)
Unit 1737 -> (tensor(0.6470, device='cuda:0', dtype=torch.float16), 0.961517333984375)
Unit 1738 -> (tensor(0.4170, device='cuda:0', dtype=torch.float16), 1.19384765625)
Unit 1739 -> (tensor(0.6953, device='cuda:0', dtype=torch.float16), 1.92529296875)
Unit 1740 -> (tensor(0.7793, device='cuda:0', dtype=torch.float16), 0.692138671875)
Unit 1741 -> (tensor(0.7808, device='cuda:0', dtype=torch.float16), 1.92626953125)
Unit 1742 -> (tensor(0.8306, device='cuda:0', dtype=torch.float16), 0.15380859375)
Unit 1743 -> (tensor(0.7749, device='cuda:0', dtype=torch.float16), 0.1787109375)
Unit 1744 -> (tensor(0.3286, device='cuda:0', dtype=torch.float16), 1.81787109375)
Unit 1745 -> (tensor(0.3577, device='cuda:0', dtype=torch.float16), 1.97265625)
Unit 1746 -> (tensor(0.5996, device='cuda:0', dtype=torch.float16), 1.10797119140625)
Unit 1747 -> (tensor(0.4858, device='cuda:0', dtype=torch.float16), 0.9932441711425781)
Unit 1748 -> (tensor(0.5737, device='cuda:0', dtype=torch.float16), 1.09368896484375)
Unit 1749 -> (tensor(0.4827, device='cuda:0', dtype=torch.float16), 1.415771484375)
Unit 1750 -> (tensor(0.8354, device='cuda:0', dtype=torch.float16), 1.900390625)
Unit 1751 -> (tensor(0.9219, device='cuda:0', dtype=torch.float16), 1.8681640625)
Unit 1752 -> (tensor(0.5566, device='cuda:0', dtype=torch.float16), 1.11065673828125)
Unit 1753 -> (tensor(0.6704, device='cuda:0', dtype=torch.float16), 1.5322265625)
Unit 1754 -> (tensor(0.6689, device='cuda:0', dtype=torch.float16), 1.869140625)
Unit 1755 -> (tensor(0.6030, device='cuda:0', dtype=torch.float16), 1.233642578125)
Unit 1756 -> (tensor(0.5273, device='cuda:0', dtype=torch.float16), 1.90576171875)
Unit 1757 -> (tensor(0.4514, device='cuda:0', dtype=torch.float16), 1.95947265625)
Unit 1758 -> (tensor(0.6357, device='cuda:0', dtype=torch.float16), 0.8682861328125)
Unit 1759 -> (tensor(0.7500, device='cuda:0', dtype=torch.float16), 1.135009765625)
Unit 1760 -> (tensor(0.9814, device='cuda:0', dtype=torch.float16), 0.7991943359375)
Unit 1761 -> (tensor(0.7300, device='cuda:0', dtype=torch.float16), 0.05078125)
Unit 1762 -> (tensor(0.4514, device='cuda:0', dtype=torch.float16), 0.19140625)
Unit 1763 -> (tensor(0.7886, device='cuda:0', dtype=torch.float16), 1.82373046875)
Unit 1764 -> (tensor(0.9888, device='cuda:0', dtype=torch.float16), 1.226806640625)
Unit 1765 -> (tensor(0.8223, device='cuda:0', dtype=torch.float16), 0.7138671875)
Unit 1766 -> (tensor(0.6440, device='cuda:0', dtype=torch.float16), 0.1376953125)
Unit 1767 -> (tensor(0.8838, device='cuda:0', dtype=torch.float16), 0.2568359375)
Unit 1768 -> (tensor(0.6558, device='cuda:0', dtype=torch.float16), 0.684814453125)
Unit 1769 -> (tensor(0.7974, device='cuda:0', dtype=torch.float16), 1.71240234375)
Unit 1770 -> (tensor(0.5918, device='cuda:0', dtype=torch.float16), 0.6787109375)
Unit 1771 -> (tensor(0.8208, device='cuda:0', dtype=torch.float16), 0.1220703125)
Unit 1772 -> (tensor(0.4988, device='cuda:0', dtype=torch.float16), 0.07373046875)
Unit 1773 -> (tensor(0.7266, device='cuda:0', dtype=torch.float16), 1.90478515625)
Unit 1774 -> (tensor(0.7314, device='cuda:0', dtype=torch.float16), 0.69873046875)
Unit 1775 -> (tensor(0.9038, device='cuda:0', dtype=torch.float16), 1.89306640625)
Unit 1776 -> (tensor(0.6704, device='cuda:0', dtype=torch.float16), 0.22705078125)
Unit 1777 -> (tensor(0.9688, device='cuda:0', dtype=torch.float16), 1.57861328125)
Unit 1778 -> (tensor(0.7866, device='cuda:0', dtype=torch.float16), 1.52587890625)
Unit 1779 -> (tensor(0.3125, device='cuda:0', dtype=torch.float16), 1.91650390625)
Unit 1780 -> (tensor(0.2949, device='cuda:0', dtype=torch.float16), 1.662109375)
Unit 1781 -> (tensor(0.6865, device='cuda:0', dtype=torch.float16), 1.91064453125)
Unit 1782 -> (tensor(0.4324, device='cuda:0', dtype=torch.float16), 0.942474365234375)
Unit 1783 -> (tensor(0.6289, device='cuda:0', dtype=torch.float16), 0.32666015625)
Unit 1784 -> (tensor(0.7866, device='cuda:0', dtype=torch.float16), 1.9609375)
Unit 1785 -> (tensor(0.6475, device='cuda:0', dtype=torch.float16), 1.96435546875)
Unit 1786 -> (tensor(0.6255, device='cuda:0', dtype=torch.float16), 0.04296875)
Unit 1787 -> (tensor(0.3940, device='cuda:0', dtype=torch.float16), 0.0654296875)
Unit 1788 -> (tensor(0.9521, device='cuda:0', dtype=torch.float16), 0.21240234375)
Unit 1789 -> (tensor(0.5015, device='cuda:0', dtype=torch.float16), 0.90411376953125)
Unit 1790 -> (tensor(0.7949, device='cuda:0', dtype=torch.float16), 1.8681640625)
Unit 1791 -> (tensor(0.9468, device='cuda:0', dtype=torch.float16), 1.9384765625)
Unit 1792 -> (tensor(0.8105, device='cuda:0', dtype=torch.float16), 1.96337890625)
Unit 1793 -> (tensor(0.7871, device='cuda:0', dtype=torch.float16), 1.7802734375)
Unit 1794 -> (tensor(0.5952, device='cuda:0', dtype=torch.float16), 0.185546875)
Unit 1795 -> (tensor(0.7280, device='cuda:0', dtype=torch.float16), 1.857421875)
Unit 1796 -> (tensor(0.3928, device='cuda:0', dtype=torch.float16), 1.294921875)
Unit 1797 -> (tensor(0.5381, device='cuda:0', dtype=torch.float16), 1.271728515625)
Unit 1798 -> (tensor(0.9067, device='cuda:0', dtype=torch.float16), 1.65380859375)
Unit 1799 -> (tensor(0.7100, device='cuda:0', dtype=torch.float16), 1.84619140625)
Unit 1800 -> (tensor(0.5327, device='cuda:0', dtype=torch.float16), 1.20458984375)
Unit 1801 -> (tensor(0.8872, device='cuda:0', dtype=torch.float16), 0.2548828125)
Unit 1802 -> (tensor(0.9736, device='cuda:0', dtype=torch.float16), 0.6728515625)
Unit 1803 -> (tensor(0.5493, device='cuda:0', dtype=torch.float16), 1.75390625)
Unit 1804 -> (tensor(0.8140, device='cuda:0', dtype=torch.float16), 0.19970703125)
Unit 1805 -> (tensor(0.7607, device='cuda:0', dtype=torch.float16), 1.87548828125)
Unit 1806 -> (tensor(0.4778, device='cuda:0', dtype=torch.float16), 1.62841796875)
Unit 1807 -> (tensor(0.5532, device='cuda:0', dtype=torch.float16), 1.7060546875)
Unit 1808 -> (tensor(0.6255, device='cuda:0', dtype=torch.float16), 1.81640625)
Unit 1809 -> (tensor(0.9824, device='cuda:0', dtype=torch.float16), 0.52587890625)
Unit 1810 -> (tensor(0.6382, device='cuda:0', dtype=torch.float16), 1.59521484375)
Unit 1811 -> (tensor(0.7876, device='cuda:0', dtype=torch.float16), 0.927978515625)
Unit 1812 -> (tensor(0.7559, device='cuda:0', dtype=torch.float16), 0.5615234375)
Unit 1813 -> (tensor(0.6143, device='cuda:0', dtype=torch.float16), 0.08984375)
Unit 1814 -> (tensor(0.5962, device='cuda:0', dtype=torch.float16), 1.7109375)
Unit 1815 -> (tensor(0.3508, device='cuda:0', dtype=torch.float16), 0.3056640625)
Unit 1816 -> (tensor(0.7798, device='cuda:0', dtype=torch.float16), 0.134765625)
Unit 1817 -> (tensor(0.5269, device='cuda:0', dtype=torch.float16), 1.39892578125)
Unit 1818 -> (tensor(0.6489, device='cuda:0', dtype=torch.float16), 0.657470703125)
Unit 1819 -> (tensor(0.4597, device='cuda:0', dtype=torch.float16), 0.93426513671875)
Unit 1820 -> (tensor(0.3940, device='cuda:0', dtype=torch.float16), 1.71826171875)
Unit 1821 -> (tensor(0.5645, device='cuda:0', dtype=torch.float16), 0.353515625)
Unit 1822 -> (tensor(0.6250, device='cuda:0', dtype=torch.float16), 1.9609375)
Unit 1823 -> (tensor(0.5962, device='cuda:0', dtype=torch.float16), 0.06689453125)
Unit 1824 -> (tensor(0.9409, device='cuda:0', dtype=torch.float16), 1.84423828125)
Unit 1825 -> (tensor(0.8384, device='cuda:0', dtype=torch.float16), 1.84619140625)
Unit 1826 -> (tensor(0.5977, device='cuda:0', dtype=torch.float16), 1.74658203125)
Unit 1827 -> (tensor(0.9658, device='cuda:0', dtype=torch.float16), 0.3349609375)
Unit 1828 -> (tensor(0.5923, device='cuda:0', dtype=torch.float16), 0.0517578125)
Unit 1829 -> (tensor(0.6768, device='cuda:0', dtype=torch.float16), 0.0703125)
Unit 1830 -> (tensor(0.4932, device='cuda:0', dtype=torch.float16), 0.79150390625)
Unit 1831 -> (tensor(0.5435, device='cuda:0', dtype=torch.float16), 0.683349609375)
Unit 1832 -> (tensor(0.6338, device='cuda:0', dtype=torch.float16), 0.54931640625)
Unit 1833 -> (tensor(0.6479, device='cuda:0', dtype=torch.float16), 1.48876953125)
Unit 1834 -> (tensor(0.8022, device='cuda:0', dtype=torch.float16), 1.92822265625)
Unit 1835 -> (tensor(0.6084, device='cuda:0', dtype=torch.float16), 1.69287109375)
Unit 1836 -> (tensor(0.8379, device='cuda:0', dtype=torch.float16), 1.8037109375)
Unit 1837 -> (tensor(0.4954, device='cuda:0', dtype=torch.float16), 0.08642578125)
Unit 1838 -> (tensor(0.8086, device='cuda:0', dtype=torch.float16), 0.1767578125)
Unit 1839 -> (tensor(0.8867, device='cuda:0', dtype=torch.float16), 0.9948234558105469)
Unit 1840 -> (tensor(0.5317, device='cuda:0', dtype=torch.float16), 1.9111328125)
Unit 1841 -> (tensor(0.8301, device='cuda:0', dtype=torch.float16), 1.9091796875)
Unit 1842 -> (tensor(0.9009, device='cuda:0', dtype=torch.float16), 0.50732421875)
